PRES,HGHT,no TEMP,no DWPT,no RELH,no MIXR,DRCT,SKNT,no THTA,no THTE,no THTV,,THTA,THTE,THTV,MIXR,g/g mixr,vapour pressure,DWPT,RELH,no RELH,no DWPT,TEMP,k temp,k dep t,saturation vp,saturated mixr,6.53833504,,,,6.570893696,
50.53785163,20901.93964,-63.60359145,-89.75442424,2.094035111,0.00137229,222.3484893,15.28631779,504.1397356,504.1663073,504.1413606,,507.4458524,1.69E+00,5.07E+02,1.04E-01,1.04E-04,8.44E-04,-83.18353054,2.617543889,2.094035111,-82.46232166,-57.06525641,216.0847436,189.9664695,3.22E-02,3.97E-02,,,,,,
48.58859236,21156.50035,-63.18821092,-89.71030126,1.997508173,0.001666779,220.3198409,15.31604538,511.2879871,511.3198583,511.2891148,,514.1730798,1.77E+00,5.14E+02,1.08E-01,1.08E-04,8.45E-04,-83.13940756,2.496885216,1.997508173,-82.4374078,-56.64987588,216.5001241,190.0105924,3.38E-02,4.33E-02,,,,,,
46.67950352,21422.42305,-62.73561637,-89.64697603,1.880365086,0.001905955,219.7341772,15.06543393,518.9344786,518.9673508,518.9354633,,521.1887052,1.87E+00,5.21E+02,1.12E-01,1.12E-04,8.38E-04,-83.07608233,2.350456358,1.880365086,-82.46609507,-56.19728133,216.9527187,190.0739177,3.56E-02,4.75E-02,,,,,,
44.86218746,21676.13711,-62.28920158,-89.58999843,1.787383904,0.002300295,219.7641527,14.97836609,526.3371352,526.373776,526.3386098,,528.2262764,1.98E+00,5.28E+02,1.16E-01,1.16E-04,8.38E-04,-83.01910473,2.23422988,1.787383904,-82.44241855,-55.75086654,217.3991335,190.1308953,3.75E-02,5.20E-02,,,,,,
43.18480387,21924.50709,-61.82171966,-89.5024982,1.699179202,0.002639055,216.393365,15.00346837,533.7252888,533.7652451,533.7267438,,535.1629443,2.12E+00,5.35E+02,1.21E-01,1.21E-04,8.41E-04,-82.9316045,2.123974003,1.699179202,-82.40424604,-55.28338462,217.8666154,190.2183955,3.96E-02,5.70E-02,,,,,,
41.45033473,22187.46808,-61.30560963,-89.38459511,1.620141048,0.003018157,213.5344354,15.03296653,541.6985586,541.7424173,541.7008619,,542.7567855,2.29E+00,5.43E+02,1.28E-01,1.28E-04,8.50E-04,-82.81370141,2.02517631,1.620141048,-82.31438464,-54.76727459,218.3827254,190.3362986,4.20E-02,6.30E-02,,,,,,
39.76430059,22465.08087,-60.80904672,-89.27254446,1.527614895,0.003492361,212.9765938,15.15851501,550.1420142,550.1895818,550.1435451,,550.4901727,2.49E+00,5.51E+02,1.33E-01,1.33E-04,8.48E-04,-82.70165076,1.909518619,1.527614895,-82.30808735,-54.27071168,218.8792883,190.4483492,4.44E-02,6.95E-02,,,,,,
38.03305442,22748.62924,-60.23162654,-89.12190613,1.459430511,0.004202381,208.2105578,15.57144893,559.0625085,559.1171119,559.0644697,,559.0140928,2.76E+00,5.59E+02,1.41E-01,1.41E-04,8.65E-04,-82.55101243,1.824288139,1.459430511,-82.16599399,-53.6932915,219.4567085,190.5989876,4.74E-02,7.75E-02,,,,,,
36.50037252,23010.38737,-59.74628988,-88.99074511,1.39010882,0.004662252,207.8118644,15.76511924,567.1389492,567.1976073,567.1410544,,566.8801269,3.06E+00,5.67E+02,1.48E-01,1.48E-04,8.70E-04,-82.41985141,1.737636025,1.39010882,-82.11054163,-53.20795484,219.9420452,190.7301486,5.01E-02,8.53E-02,,,,,,
34.99042107,23298.56639,-59.26130617,-88.85160422,1.328758532,0.005334514,208.4611793,16.02306967,576.0999425,576.16408,576.1020694,,575.0364636,3.42E+00,5.75E+02,1.56E-01,1.56E-04,8.78E-04,-82.28071052,1.660948165,1.328758532,-82.0357454,-52.72297113,220.4270289,190.8692895,5.28E-02,9.39E-02,,,,,,
33.51070023,23567.81654,-58.79508604,-88.71636674,1.283326826,0.005925629,210.171611,16.43525605,584.5121903,584.580457,584.5150312,,583.4181842,3.85E+00,5.83E+02,1.65E-01,1.65E-04,8.93E-04,-82.14547304,1.604158533,1.283326826,-81.91333262,-52.256751,220.893249,191.004527,5.57E-02,1.03E-01,,,,,,
32.12689656,23848.85863,-58.29416528,-88.55533822,1.235493148,0.006586229,211.6197661,16.68301484,593.5404046,593.6153098,593.5434755,,591.8364518,4.44E+00,5.92E+02,1.76E-01,1.76E-04,9.09E-04,-81.98444452,1.544366435,1.235493148,-81.78709936,-51.75583024,221.3941698,191.1655555,5.88E-02,1.14E-01,,,,,,
30.83912392,24114.83724,-57.77046719,-88.38063198,1.18545157,0.007308811,210.2028915,17.11386126,602.2009347,602.2867048,602.2035446,,600.218103,5.19E+00,6.00E+02,1.87E-01,1.87E-04,9.24E-04,-81.80973828,1.481814463,1.18545157,-81.66684284,-51.23213215,221.9178679,191.3402617,6.23E-02,1.26E-01,,,,,,
29.57338318,24382.60717,-57.24827826,-88.18457015,1.145496088,0.008309787,209.7094763,17.251613,611.1241752,611.2162693,611.1273135,,608.8850463,6.14E+00,6.09E+02,1.99E-01,1.99E-04,9.45E-04,-81.61367645,1.43187011,1.145496088,-81.50650127,-50.70994322,222.4400568,191.5363236,6.60E-02,1.39E-01,,,,,,
28.42378856,24611.28908,-56.82550659,-88.03560458,1.114997348,0.008747349,207.8593793,17.70816429,618.5555966,618.6548605,618.5581147,,616.9991935,7.17E+00,6.17E+02,2.10E-01,2.10E-04,9.64E-04,-81.46471088,1.393746685,1.114997348,-81.37320711,-50.28717155,222.8628285,191.6852891,6.91E-02,1.51E-01,,,,,,
27.40209534,24840.30496,-56.43947651,-87.95018183,1.078524816,0.009266213,209.793239,18.245374,626.027026,626.1329456,626.0309384,,624.5728303,8.48E+00,6.25E+02,2.21E-01,2.21E-04,9.72E-04,-81.37928813,1.34815602,1.078524816,-81.3050858,-49.90114147,223.2488585,191.7707119,7.21E-02,1.64E-01,,,,,,
26.24072765,25143.17262,-55.91437622,-87.81039499,1.031747474,0.010273282,210.0715646,18.51779025,636.3050334,636.4237161,636.3095083,,633.8440899,1.06E+01,6.34E+02,2.33E-01,2.33E-04,9.85E-04,-81.23950129,1.289684343,1.031747474,-81.20857294,-49.37604118,223.7739588,191.9104987,7.64E-02,1.81E-01,,,,,,
25.22019465,25375.30413,-55.47966426,-87.62796854,1.008712859,0.011259433,214.6818839,18.80355451,644.3025542,644.4316872,644.308212,,642.3213413,1.30E+01,6.42E+02,2.48E-01,2.48E-04,1.01E-03,-81.05707484,1.260891074,1.008712859,-81.04357992,-48.94132922,224.2086708,192.0929252,8.00E-02,1.97E-01,,,,,,
24.23691466,25640.88851,-55.01668579,-87.43844369,0.979997997,0.012071269,214.9567446,19.27327688,653.4066235,653.5441849,653.4123215,,651.0101442,1.66E+01,6.51E+02,2.65E-01,2.65E-04,1.03E-03,-80.86754999,1.224997496,0.979997997,-80.89864926,-48.47835075,224.6716493,192.28245,8.41E-02,2.16E-01,,,,,,
