,palma,pure-40,pure-42,pure-45,palma_clean,pure_clean,palma_re-ordered,pure_re-ordered,palma_froz_frac,pure_froz_frac
161,-24.00935430867538,,-26.74380722374221,,-23.401729615607692,-31.829357349192065,-24.190196014796978,-29.085905314088862,0.19695336383275602,0.2156536865705447
162,-23.401729615607692,,-27.81206362999937,,-25.103063319438,-32.34449438177295,-24.20086824011676,-29.105667378238845,0.1982565535487194,0.2171323099023493
163,-25.103063319438,,-24.950266706432885,,-27.144896926218053,-31.63457643281529,-24.23962064430907,-29.11613985930167,0.1997922636231383,0.2185430154239027
164,-27.144896926218053,,-31.814115756900005,,-24.52612127514145,-31.746417902320488,-24.284446032631738,-29.132155723245173,0.20138223005478761,0.21999654136870989
165,-24.52612127514145,,-33.449149079560925,,-23.096093369498274,-34.529820575158276,-24.285634257632523,-29.150488147990185,0.20261264166227047,0.22146913326825593
166,-23.096093369498274,,-25.61602099161502,,-26.3991632674602,-31.983496417239465,-24.288610606899393,-29.1535462958097,0.20385818071843576,0.22282665873760996
167,-26.3991632674602,,-34.33820505011866,,-24.1385460502919,-29.98977543763507,-24.293849635764364,-29.154730291596785,0.20512312369725164,0.22417005382380004
168,-24.1385460502919,,-24.165244154666937,,-25.798964888545328,-30.272488993678106,-24.305076174521414,-29.18381868773284,0.20643944925771232,0.2257293907038907
169,-25.798964888545328,,-24.577185318110374,,-25.966370424525454,-22.443991229338764,-24.32612450452901,-29.1864531669765,0.20784082001819632,0.22708556517078043
170,-25.966370424525454,,-31.48746966780267,,-26.567032363852913,-28.888526037516247,-24.327225206237273,-29.228775199079003,0.20907287272023062,0.22875258669785103
171,-26.567032363852913,,-31.25807607806306,,-25.15029979655478,-32.120000717921755,-24.36377815522209,-29.231124216498213,0.21061150129741027,0.23010881270084338
172,-25.15029979655478,,-31.08407189964537,,-26.846669708607166,-31.710487815874902,-24.391161457989774,-29.24643413053313,0.2120740766478324,0.23156787571306367
173,-0.1627783242279183,,-27.128981366777836,,-22.646355376228332,-33.217999921998704,-24.393673399935203,-29.246670560596986,0.21332190521571898,0.23290830117778305
174,-26.846669708607166,,-28.586826171978537,,-23.817732806436425,-33.36313801575586,-24.396064015648065,-29.254283919116006,0.21456891918442278,0.23430783269467514
175,-22.646355376228332,,-25.497497388692636,,-28.254831221539998,-34.68515488701866,-24.403977030589566,-29.28239394446489,0.21586502175193203,0.2358731641915754
176,-23.817732806436425,,-32.10491582430238,,-22.505703524809,-30.756311649456553,-24.412695545442283,-29.29650600904499,0.21716908523185566,0.23732767285929102
177,-28.254831221539998,,-31.753605120449908,,-22.84437143773043,-29.424348325549026,-24.416959722892106,-29.30490718334247,0.21843417655726613,0.23873694863209402
178,-22.505703524809,,-31.24449339681189,,-22.84437143773043,-34.83561293839281,-24.416959722892106,-29.319100675853694,0.2196613348525317,0.2401944465254859
179,-22.84437143773043,,-30.513923497099015,,-23.77843236960368,-28.345239955006765,-24.416959722892106,-29.321535720246168,0.22088849314779724,0.24155637529960713
180,-22.84437143773043,,-35.54253025442474,,-24.189304271935004,-31.08127892800186,-24.427003445718213,-29.325322575847032,0.22220701695554887,0.24292972531316415
181,-23.77843236960368,,-28.819740128023994,,-25.133668335791356,-29.085905314088862,-24.477724822039228,-29.332314824792775,0.22389863028812518,0.2443301220039459
182,-24.189304271935004,,-31.10507436647284,,-28.175507221540002,-27.73586692120214,-24.487557096736683,-29.339307073738517,0.2252192728679164,0.24573115873332396
183,-25.133668335791356,,-22.585177389923075,,-23.279927300439983,-19.71624518045118,-24.490294544529362,-29.342936422599035,0.22647529397026347,0.24710451564316438
184,-28.175507221540002,,-33.9849037808418,,-21.69706314607042,-30.045521114654306,-24.51010446184671,-29.343539196846066,0.22789032683280516,0.24845257867395865
185,-23.279927300439983,,-24.864529799877918,,-28.01685922154,-29.694657079136555,-24.517313123819125,-29.351404867209865,0.2291895535123315,0.24986252443358614
186,-21.69706314607042,,-30.017627225220647,,-22.505703524809,-28.09160287566376,-24.52311662467079,-29.351404867209865,0.23047629861867042,0.251205871339143
187,-28.01685922154,,-30.41544574764948,,-28.09133864356379,-26.33409048135249,-24.52612127514145,-29.36670379823868,0.23173718189447648,0.25268085531927226
188,-22.505703524809,,-31.446880658642733,,-26.46344222077777,-27.696572474882952,-24.529342335848337,-29.376866789520555,0.23300042283567918,0.2541128133052724
189,-28.09133864356379,,-33.45412387959288,,-21.541725804778974,-32.17953309635723,-24.531046677240067,-29.377477326714832,0.23424950423809665,0.25546263469520347
190,-26.46344222077777,,-29.1535462958097,,-22.144401626291263,-32.26148964070487,-24.536173934442793,-29.409735275356944,0.23553161476342768,0.25708916208065924
191,-21.541725804778974,,-29.63548268476958,,-24.95391982024274,-26.478344066336568,-24.53984864996345,-29.424348325549026,0.23680022418880178,0.2585635893885307
192,-22.144401626291263,,-32.14248524896725,,-27.80573490706095,-33.929305441631655,-24.53984864996345,-29.437124092318356,0.23803355868978515,0.2600231252713553
193,-24.95391982024274,,-29.343539196846066,,-24.757545864980806,-22.707649770255696,-24.545573208933952,-29.49922425914576,0.23932270842660378,0.26192177887232637
194,-27.80573490706095,,-32.47190899987701,,-23.07515802207126,-27.21948398263603,-24.545573208933952,-29.522738809003766,0.24055633063498832,0.26348175156871106
195,-24.757545864980806,,-27.48269585687714,,-25.350354995288974,-27.50655087780112,-24.560786336268347,-29.548885732443374,0.24193981209943802,0.2650674903167174
196,-23.07515802207126,,-27.27984983980104,,-23.601972020140977,-32.04185844532768,-24.583336830609813,-29.563023475020856,0.24339746936941908,0.266547344765873
197,-25.350354995288974,,-33.41131823678724,,-25.746790170335192,-28.622404971081938,-24.59189678880421,-29.564170178121078,0.2447181711265843,0.26791076840631745
198,-23.601972020140977,,-28.207326890028476,,-23.779355514925,-26.357767989486973,-24.59281725871784,-29.564170178121078,0.24596332750073813,0.2692638530952382
199,-25.746790170335192,,-30.216527831817007,,-24.757545864980806,-25.65632247050021,-24.607408472742307,-29.58652164861989,0.24734599045107084,0.27082153295679257
200,-23.779355514925,,-29.8726067030278,,-26.29061059360941,-31.610721559703357,-24.60750933943702,-29.602415756349806,0.24858373935326544,0.2723218554759239
201,-24.757545864980806,,-29.246670560596986,,-23.972067377851726,-18.64444965632539,-24.609710243930536,-29.62116142163074,0.2498428184080818,0.27384999574582475
202,-26.29061059360941,,-27.648680909184375,,-12.72933586995113,-30.371442903000652,-24.610007917254418,-29.62541506877108,0.2510827010449091,0.2752452087802894
203,-23.972067377851726,,-29.8726067030278,,-25.55814278768915,-27.739978673252,-24.610528034868917,-29.63548268476958,0.25232489426233007,0.2766950939634273
204,-12.72933586995113,,-29.49922425914576,,-21.760052344506033,-25.194423671642355,-24.636066344634656,-29.658104118691064,0.2538249016966346,0.278263685415366
205,-6.003341119134572,,-29.376866789520555,,-26.863440433317834,-31.330868305109075,-24.65250232906801,-29.68122787878991,0.2552332376165554,0.2798390835370536
206,-25.55814278768915,,-30.27860150015,,-26.43631165200735,-29.319100675853694,-24.65995964495827,-29.694657079136555,0.25654981607912486,0.28132475283603414
207,-21.760052344506033,,-32.712844900212495,,-26.602746966105865,-28.681965512660447,-24.66567280424598,-29.69777608049431,0.2578489111412508,0.2827135015264051
208,-26.863440433317834,,-31.502378438267325,,-27.063992430557846,-29.154730291596785,-24.6802359004651,-29.709663041192535,0.25924154033263763,0.28418640522475147
209,-26.43631165200735,,-32.45404202404781,,-21.0481970487952,-31.333169174985414,-24.699493317336223,-29.77676081351709,0.2606851784995001,0.2861910403347345
210,-26.602746966105865,,-28.9566576908213,,-26.602746966105865,-31.250239213907328,-24.699493317336223,-29.77676081351709,0.26192653649235487,0.28755385481251894
211,-27.063992430557846,,-32.528708620893894,,-22.819260839496003,-29.62541506877108,-24.703120187635996,-29.865792260304257,0.26320653802368627,0.2897805197684981
212,-21.0481970487952,,-29.602415756349806,,-15.990120366533471,-26.262804175045055,-24.708796074814153,-29.8726067030278,0.2645088389399858,0.29121383977486454
213,-26.602746966105865,,-32.8969811795311,,-21.9670244852855,-25.063242373278495,-24.7171036388608,-29.8726067030278,0.2658400148689563,0.29258104090056813
214,-22.819260839496003,,-25.662254995772464,,-24.188717833704363,-26.290409306339402,-24.753883505896457,-29.880971520401445,0.2674796851551025,0.29403055233103687
215,-15.990120366533471,,-27.79993788055034,,-24.89469755224614,-26.077052260533563,-24.7541421185294,-29.883190577127124,0.2687265841669198,0.2954200735078388
216,-21.9670244852855,,-31.02476093960946,,-29.401143821448677,-32.06192051396612,-24.757545864980806,-29.890239759896843,0.2700078102590834,0.296857768664734
217,-24.188717833704363,,-31.957513769245317,,-27.063992430557846,-24.06843265838301,-24.757545864980806,-29.92303601357619,0.2712520858823972,0.2985529969482801
218,-24.89469755224614,,-32.96503691546886,,-26.638380109809013,-30.082284710184418,-24.770790878655603,-29.960738703855434,0.27264214405032017,0.3003004051075604
219,-29.401143821448677,,-25.752441688931,,-27.778965676576647,-27.294418023076613,-24.77566979280604,-29.98977543763507,0.273941030802017,0.30196400776203003
220,-27.063992430557846,,-30.918320100748993,,-26.234186179099535,-26.730662587004833,-24.77879724380505,-30.00325238274077,0.27522095426403437,0.30347288623637436
221,-26.638380109809013,,-28.906892875180887,,-27.74500614449571,-25.517806630466737,-24.800244004061923,-30.009207504365335,0.27670558746495816,0.304906573337528
222,-27.778965676576647,,-33.228064861483865,,-24.101420745213996,-31.625079167870506,-24.84369379045105,-30.01637879720362,0.2784389782477092,0.3063532180321492
223,-26.234186179099535,,-33.316441247267726,,-18.40587332443032,-31.52714406644699,-24.872383095118238,-30.017627225220647,0.2800105645808982,0.30773979812485663
224,-27.74500614449571,,-33.02452360384423,,-26.651252674552282,-30.00325238274077,-24.88511902746006,-30.045521114654306,0.28140463156361323,0.3094008804521944
225,-24.101420745213996,,-28.906892875180887,,-27.048599493124545,-29.339307073738517,-24.89469755224614,-30.082284710184418,0.28276411560131937,0.31115625990767265
226,-18.40587332443032,,-33.02452360384423,,-16.800720676333025,-32.62465918967312,-24.903441194105948,-30.111784095607458,0.2841150375421667,0.3128395346757851
227,-26.651252674552282,,-32.83352294246134,,-25.133440518336503,-30.46287495803634,-24.916047605906368,-30.124239287232157,0.28551110155466264,0.31434765283295296
228,-27.048599493124545,,-33.249827387459,,-27.85421267992636,-30.288339127698574,-24.92636378165666,-30.140741118152228,0.28688207397927973,0.3158993231314235
229,-16.800720676333025,,-32.646659545623635,,-26.243822008007022,-29.325322575847032,-24.950205464934527,-30.141311967260332,0.28841043066138583,0.31728480524460717
230,-25.133440518336503,,-28.51978589966555,,-27.812925208657585,-29.332314824792775,-24.953400047596183,-30.141494072049635,0.28970147720044204,0.31866622967223457
231,-27.85421267992636,,-32.44880869766431,,-25.230443736548793,-35.20202372549707,-24.953400047596183,-30.163925087514,0.29095559614936173,0.3202839121775413
232,-26.243822008007022,,-30.95317868813338,,-28.121885294729545,-35.85068161857291,-24.95391982024274,-30.185007925878626,0.29221580174846434,0.3218892711183413
233,-27.812925208657585,,-27.5690640484199,,-24.97694569704291,-34.66387417654853,-24.95495179310868,-30.21231040909882,0.29348208331129705,0.32356317008498764
234,-25.230443736548793,,-29.437124092318356,,-27.395895210874947,-29.321535720246168,-24.97694569704291,-30.21292118528551,0.29499604438221105,0.3249524878260929
235,-28.121885294729545,,-32.06338682157333,,-24.991406193318,-34.054696294574235,-24.987389933834265,-30.214304362918636,0.29637522570508396,0.32635020432356576
236,-24.97694569704291,,-26.999486454490373,,-24.77566979280604,-29.548885732443374,-24.988848357788207,-30.216527831817007,0.2976484245852368,0.32775716202802774
237,-27.395895210874947,,-30.21231040909882,,-24.560786336268347,-30.895082814937677,-24.991406193318,-30.23261976393782,0.2989349206826588,0.32931538851171965
238,-24.991406193318,,-26.347334629506893,,-26.522256176582335,-30.895082814937677,-25.01414053947074,-30.25929251793048,0.3004640294314648,0.3309908261419455
239,-24.77566979280604,,-37.83002210441539,,-25.887200368518066,-30.124239287232157,-25.02562112901813,-30.25929251793048,0.301859680266627,0.33237572499609597
240,-24.560786336268347,,-38.607587409972524,,-24.0923230570254,-29.28239394446489,-25.027338788202478,-30.27246876362058,0.3031382337101607,0.3339059581133963
241,-26.522256176582335,,-34.59726096687428,,-26.20453849372873,-27.576782247758363,-25.043895161594822,-30.272488993678106,0.3045974362978751,0.3352916840781194
242,-25.887200368518066,,-32.38000253787923,,-24.60750933943702,-35.4529738864852,-25.091611575978302,-30.27860150015,0.30643885445477176,0.3367451674889866
243,-24.0923230570254,,-36.83265888859467,,-25.01414053947074,-30.816706244694245,-25.103063319438,-30.288339127698574,0.30784035310812474,0.33823969331205966
244,-26.20453849372873,,-32.79887440577616,,-26.98162862350859,-34.892065573158526,-25.111576176635406,-30.304280672942326,0.30920681541475925,0.3398046755706721
245,-24.60750933943702,,-22.622228316233375,,-22.78549246856033,-33.894681862275206,-25.133440518336503,-30.30533912527179,0.31073920550247236,0.3412035503960375
246,-25.01414053947074,,-30.664870020307166,,-27.157691542289523,-33.07122541278685,-25.133668335791356,-30.308263522110693,0.3120052010927138,0.34262361591409585
247,-26.98162862350859,,-31.171843456740195,,-35.46730079064801,-32.982089024829754,-25.134823547176637,-30.371442903000652,0.31328277870666876,0.3447278669745275
248,-22.78549246856033,,-27.862042811683374,,-25.249022360013786,-32.48926959169499,-25.14761444108333,-30.40317658969001,0.31470608545939993,0.3464795409464498
249,-27.157691542289523,,-31.184579727272546,,-27.361148135897732,-28.758016304803917,-25.15029979655478,-30.41544574764948,0.3160037057646192,0.3480114078958833
250,-35.46730079064801,,-31.532481893763173,,-27.154743227805454,-33.24452917230824,-25.152823375292833,-30.429534590444003,0.3172995552011981,0.34956530189784596
251,-25.249022360013786,,-31.532481893763173,,-22.830883662520854,-30.185007925878626,-25.18018304308796,-30.441224638747446,0.3189102105165966,0.35109281911436213
252,-27.361148135897732,,-30.564731419198356,,-26.407824591518974,-27.470628009931268,-25.18221380536666,-30.46287495803634,0.32020154914965343,0.3527367386869225
253,-27.154743227805454,,-31.606847055119477,,-23.736878891778794,-30.23261976393782,-25.19270028617951,-30.513923497099015,0.3216010345982634,0.35472439436837555
254,-22.830883662520854,,-31.47395356179409,,-26.373528444496117,-33.183424056356955,-25.21157687264051,-30.517502711096117,0.32310910088776085,0.35616271928124754
255,-26.407824591518974,,-27.862042811683374,,-23.987473200751396,-30.681033781284782,-25.220461783305517,-30.517502711096117,0.3244905100880074,0.3575594358274485
256,-23.736878891778794,,-33.63668869198663,,-24.09772293390459,-26.37027398882053,-25.223987392948214,-30.564731419198356,0.325803589394327,0.35951167080851126
257,-26.373528444496117,,-32.605632332917985,,-24.23962064430907,-31.245956891369467,-25.22920299259602,-30.566205897361137,0.3271389366391557,0.3609279596493339
258,-23.987473200751396,,-37.60315693090519,,-12.81649072637274,-33.650678498533544,-25.22920299259602,-30.56814769890301,0.3284069170137261,0.36234992303359476
259,-24.09772293390459,,-32.81029610978832,,-27.2939464445951,-29.62116142163074,-25.230443736548793,-30.5942113623017,0.3296911104305965,0.36405910484809934
260,-24.23962064430907,,-31.568852466825074,,-24.15274632351366,-32.3991027389699,-25.24025004015905,-30.618518950701134,0.3310877868871212,0.3657496954368877
261,-12.81649072637274,,-32.68884450825702,,-26.695082925168858,-30.441224638747446,-25.24025004015905,-30.655118668445862,0.3323563224690642,0.3675899077106988
262,-27.2939464445951,,-27.37990600172963,,-20.302788685161378,-23.494463533765998,-25.249022360013786,-30.664870020307166,0.33374081030828107,0.36911029877613916
263,-24.15274632351366,,-32.810973984699004,,-26.695082925168858,-30.90219025967665,-25.249582785138998,-30.681033781284782,0.3350172226216992,0.37070906151244853
264,-26.695082925168858,,-32.287188974229004,,-27.12781977395855,-29.254283919116006,-25.254985313697567,-30.752509055653086,0.336358180756472,0.37298014651101247
265,-20.302788685161378,,-27.89333957513706,,-24.148764272914427,-30.970706419320436,-25.261695519438,-30.756311649456553,0.3377171639392525,0.37443391235178625
266,11.148288505378,,-32.02613865922734,,-24.583336830609813,-23.451941668767795,-25.269453041135836,-30.778965254362642,0.3390908755473358,0.3761183852711492
267,-26.695082925168858,,-31.717659167706834,,-22.654731679888545,-30.752509055653086,-25.269630169296477,-30.779630556425218,0.34036326461210903,0.3775352287902924
268,-27.12781977395855,,-30.655118668445862,,-24.20086824011676,-30.847317947956846,-25.273952687341,-30.795760104316006,0.34169171516373303,0.3791425215322946
269,-24.148764272914427,,-30.141494072049635,,-26.515621971115056,-32.45199141823223,-25.284388452368912,-30.816706244694245,0.34310355561002287,0.3808108107039463
270,-24.583336830609813,,-34.938215117343994,,-24.305076174521414,-24.24966927846611,-25.291237038664114,-30.83471229031348,0.3444675875193154,0.3824445510405718
271,-22.654731679888545,,-29.58652164861989,,-25.498261665962993,-32.20502088093584,-25.33967748316279,-30.847317947956846,0.3464008808220412,0.3840127111102594
272,-24.20086824011676,,-35.802889503371276,,-26.529159969546882,-29.11613985930167,-25.350354995288974,-30.86058756971642,0.3478209148539286,0.38559032100233537
273,-26.515621971115056,,-32.43964544375734,,-22.58855322603322,-29.228775199079003,-25.361713610031998,-30.865718889526008,0.349251401492407,0.387067088335298
274,-24.305076174521414,,-34.670039817762216,,-23.125050638538408,-36.95703946942641,-25.38692383634717,-30.886170664065347,0.3508744739688421,0.38873715049726126
275,-25.498261665962993,,-28.902017555505452,,-22.002754121861905,-24.581893994579016,-25.398685377279033,-30.895082814937677,0.35231352935457577,0.39026331745351045
276,-26.529159969546882,,-28.500961880072005,,-10.924266410001641,-23.679819238060304,-25.409862462588478,-30.895082814937677,0.35374563042345475,0.3916773149805159
277,-22.58855322603322,,-24.12086456704048,,-18.259194406348183,-30.429534590444003,-25.41670396873985,-30.90219025967665,0.3551182789328538,0.39318174355759344
278,-23.125050638538408,,-33.459934370277004,,-24.92636378165666,-34.45341597123683,-25.43824274558626,-30.90953093348426,0.35669770179680105,0.3946898008650185
279,-22.002754121861905,,-33.32334362075022,,-18.372500661052317,-33.90088515272,-25.442044778472443,-30.91824257620312,0.35802969177040844,0.3962160990185557
280,-10.924266410001641,,-33.42096195099939,,-27.006958193970803,-27.404272916583672,-25.480501039743118,-30.918320100748993,0.3598514724642282,0.39763215353727
281,-18.259194406348183,,-31.627871584547933,,-24.52311662467079,-33.75790115272001,-25.49037265191965,-30.95317868813338,0.3612719918609608,0.39949711684548544
282,-24.92636378165666,,-30.009207504365335,,-25.569910649606353,-22.74439383486509,-25.498261665962993,-30.970706419320436,0.36266530475369263,0.4011407971075687
283,-18.372500661052317,,-33.03894768706463,,-24.284446032631738,-32.638193824788296,-25.55166251551229,-30.976749964354106,0.36470901911478354,0.4026368099507535
284,-27.006958193970803,,-34.02549752664516,,-19.250625388996447,-37.37980295538369,-25.55166251551229,-30.989127500240826,0.36599320580180744,0.40421599530525704
285,-24.52311662467079,,-29.18381868773284,,-22.970274310098684,-27.158918698027886,-25.55814278768915,-31.021421943803187,0.3673705393620059,0.4060570173637962
286,-25.569910649606353,,-33.82004216164635,,-24.987389933834265,-40.7639184494783,-25.569910649606353,-31.02476093960946,0.36882479340368235,0.4075206559762528
287,-24.284446032631738,,-34.54354149314996,,-23.263391608815997,-27.404272916583672,-25.58828637995369,-31.026062237104817,0.3703758754471367,0.4089577411125935
288,-19.250625388996447,,-31.026062237104817,,-24.393673399935203,-38.13832330324069,-25.619797920152966,-31.08127892800186,0.3721195981150755,0.4111080773353228
289,-22.970274310098684,,-30.91824257620312,,-24.916047605906368,-31.273010473159058,-25.647985320448363,-31.08407189964537,0.37381803906017225,0.4125676667385809
290,-24.987389933834265,,-30.25929251793048,,-24.609710243930536,-32.28353979483882,-25.675539616469088,-31.10507436647284,0.37551005403439214,0.41427003326180817
291,-23.263391608815997,,-35.01770228865171,,-24.13482991762217,-31.496383485560965,-25.698408788795398,-31.134757132430387,0.377136082314652,0.4160903272873885
292,-24.393673399935203,,-29.29650600904499,,-22.638356242016762,-31.995315189446,-25.723996458547457,-31.134757132430387,0.3788044411722693,0.4175152941616604
293,-24.916047605906368,,-30.25929251793048,,-24.800244004061923,-29.351404867209865,-25.735799257803702,-31.171843456740195,0.380271687034751,0.4194392838585972
294,-24.609710243930536,,-35.777382531821466,,-27.193304722323766,-33.14094033427467,-25.73645950309547,-31.184579727272546,0.3815749171020573,0.4210379065614882
295,-24.13482991762217,,-31.576550593695607,,-19.90033248369754,-33.614128152288,-25.746790170335192,-31.19563332419335,0.3830220755490822,0.42261489949221537
296,-22.638356242016762,,-34.46384522940994,,-21.883996488907755,-29.351404867209865,-25.754232834981483,-31.230603786758145,0.3844271638908841,0.42451800648690036
297,-24.800244004061923,,-30.86058756971642,,-27.14457448343855,-30.21292118528551,-25.756078096819053,-31.24449339681189,0.38574916796028985,0.42613679739134713
298,-27.193304722323766,,-34.99105717252401,,-24.36377815522209,-25.186728718841405,-25.76893128937102,-31.245956891369467,0.3872367766944903,0.42758681390665637
299,-19.90033248369754,,-30.214304362918636,,-26.081363696509488,-36.37619001844592,-25.798964888545328,-31.250239213907328,0.38898471552001473,0.429075667783254
300,-21.883996488907755,,-25.691298843990104,,-26.88337275639873,-30.83471229031348,-25.80040542286557,-31.25807607806306,0.3903031233395563,0.43061388130799844
301,-27.14457448343855,,-35.01770228865171,,-25.24025004015905,-30.27246876362058,-25.826073727210016,-31.26930160523751,0.39198940623181133,0.4321996497812965
302,-24.36377815522209,,-34.90169099688043,,-18.181280668210672,-31.671360756900004,-25.826073727210016,-31.273010473159058,0.39328738439814187,0.4336822076182923
303,-26.081363696509488,,-30.304280672942326,,-22.667629988008045,-28.02696745219981,-25.826073727210016,-31.2863109192468,0.39458536256447235,0.4352985562885494
304,-26.88337275639873,,-26.137452751480478,,-22.470019740930965,-30.5942113623017,-25.82766906666093,-31.32210704404277,0.395907795408587,0.4372301430840099
305,-25.24025004015905,,-35.313054269188264,,-25.24025004015905,-26.74380722374221,-25.838764259200225,-31.330868305109075,0.3973764876357739,0.43878638531977693
306,-18.181280668210672,,-32.041105018730796,,-25.33967748316279,-27.81206362999937,-25.84256983023086,-31.333169174985414,0.3987338210613996,0.4402526565655427
307,-22.667629988008045,,-29.68122787878991,,-26.722507806078806,-24.950266706432885,-25.84609061626105,-31.446880658642733,0.4000871286534284,0.4432896334640105
308,-22.470019740930965,,-29.342936422599035,,-22.49583779411362,-31.814115756900005,-25.86399984214059,-31.47395356179409,0.4016642405691958,0.4451117566288834
309,-25.24025004015905,,-35.250274612195355,,-26.354759729581254,-33.449149079560925,-25.867462864095316,-31.483967291561765,0.40301807912759546,0.4466943224832585
310,-25.33967748316279,,-29.36670379823868,,-22.61974507906908,-25.61602099161502,-25.87951757226571,-31.48746966780267,0.40450655705312416,0.4481851238976533
311,11.81679928060884,,-27.146979151114905,,-26.354759729581254,-34.33820505011866,-25.87951757226571,-31.48883384687454,0.40580722122371304,0.44964571345530063
312,-26.722507806078806,,-30.308263522110693,,-26.792389442366908,-24.165244154666937,-25.887200368518066,-31.48883384687454,0.4072287426292746,0.4510868856138112
313,-22.49583779411362,,-29.006022690607825,,-25.027338788202478,-24.577185318110374,-25.889482332631662,-31.496383485560965,0.4085658049432591,0.45263655411576414
314,-26.354759729581254,,-32.51323674789254,,-27.393923281996276,-31.48746966780267,-25.92071106645133,-31.502378438267325,0.4103613647683061,0.45416450003051945
315,-22.61974507906908,,-32.2209308728619,,-26.604637156632908,-31.25807607806306,-25.9215721017367,-31.50950635778581,0.41167777393523514,0.4557093803415094
316,-26.354759729581254,,-29.890239759896843,,-25.043895161594822,-31.08407189964537,-25.933921583941594,-31.524612530671057,0.4131773027294626,0.4573706645417792
317,2.3309539548083613,,-35.563210351379674,,-26.17514876058576,-27.128981366777836,-25.940538697010975,-31.52714406644699,0.4145864570780227,0.4588503185231553
318,-26.792389442366908,,-36.385154356341936,,-27.393923281996276,-28.586826171978537,-25.94063346169169,-31.532481893763173,0.41589170738439235,0.4603711758139489
319,-25.027338788202478,,-30.517502711096117,,-28.930278978948916,-25.497497388692636,-25.957258432457618,-31.532481893763173,0.4174628175726874,0.4618143456440866
320,-27.393923281996276,,-30.517502711096117,,-26.58446686363951,-32.10491582430238,-25.962249027818967,-31.568852466825074,0.41884790194849714,0.46379185150808927
321,-26.604637156632908,,-28.735911375935878,,-24.08174831485624,-31.753605120449908,-25.966370424525454,-31.576550593695607,0.42021942153245323,0.4653501348189316
322,-25.043895161594822,,-28.98997042514904,,-26.85865944409644,-31.24449339681189,-25.968973992248195,-31.606847055119477,0.4215667157459821,0.4672431933698827
323,-26.17514876058576,,-32.40871244166435,,-27.362831614910466,-30.513923497099015,-25.97540576543692,-31.610721559703357,0.4229766091431568,0.46874722075114295
324,-27.393923281996276,,-26.791128424775412,,-16.87060473006962,-35.54253025442474,-25.97869639029778,-31.625079167870506,0.424335841547717,0.4704075338085059
325,-28.930278978948916,,-30.90953093348426,,-25.19270028617951,-28.819740128023994,-25.991753659312636,-31.627871584547933,0.42585542386786523,0.47189660523519056
326,-26.58446686363951,,-27.17652815034058,,-28.899482976423226,-31.10507436647284,-25.993772443726694,-31.63457643281529,0.4271949065811844,0.47344448589314536
327,-24.08174831485624,,-31.483967291561765,,-30.07039926592525,-22.585177389923075,-26.0040376793234,-31.660490281611402,0.4286705330525186,0.47528134219564605
328,-26.85865944409644,,-32.242546352894934,,-26.560471371149116,-33.9849037808418,-26.01544502645818,-31.671360756900004,0.43016607619799085,0.4768940537311081
329,-27.362831614910466,,-28.735911375935878,,-25.838764259200225,-24.864529799877918,-26.019729556324634,-31.69810210385231,0.43154463201953214,0.478747463596417
330,-16.87060473006962,,-35.785585575671135,,-27.208201813275632,-30.017627225220647,-26.047859378563757,-31.710487815874902,0.43332029790730203,0.48038584606948354
331,-25.19270028617951,,-34.87963047789144,,-26.560471371149116,-30.41544574764948,-26.050298173598517,-31.717659167706834,0.43467011592532734,0.48194613067941344
332,-28.899482976423226,,-34.25743251289493,,-28.24025263577863,-31.446880658642733,-26.081363696509488,-31.746417902320488,0.4364992777297598,0.48383607749036484
333,-30.07039926592525,,-32.54137316097312,,-29.48337157008727,-33.45412387959288,-26.115922027726914,-31.753605120449908,0.43839019353742836,0.4853989055101883
334,-26.560471371149116,,-26.737269012569463,,-29.071216002198003,-29.1535462958097,-26.11897476985185,-31.758067677310642,0.43975413675571345,0.4869206164004869
335,-25.838764259200225,,-32.5496971108663,,-24.391161457989774,-29.63548268476958,-26.12939559499322,-31.771954353780945,0.441242810433455,0.48858765945279525
336,-27.208201813275632,,-28.264341398391288,,-26.115922027726914,-32.14248524896725,-26.130772712998564,-31.776363545330913,0.4425793574608566,0.4901097955360826
337,-26.560471371149116,,-30.01637879720362,,-29.612862608388586,-29.343539196846066,-26.130772712998564,-31.79463867072334,0.4438926493227583,0.49184683413685837
338,-28.24025263577863,,-25.888789920137086,,-28.005696431873275,-32.47190899987701,-26.15814178763599,-31.814115756900005,0.44567224483236056,0.49360419429023866
339,-29.48337157008727,,-28.264341398391288,,-28.458850019258918,-27.48269585687714,-26.15814178763599,-31.829357349192065,0.44698691222124665,0.49529742866065285
340,-29.071216002198003,,-31.19563332419335,,-27.746591894331253,-27.27984983980104,-26.16995337713504,-31.836650802084588,0.44850400814168195,0.49686801321202245
341,-24.391161457989774,,-29.132155723245173,,-26.59167752632105,-33.41131823678724,-26.17514876058576,-31.957513769245317,0.44990856942056406,0.500216919070725
342,-26.115922027726914,,-31.48883384687454,,-27.422178569322824,-28.207326890028476,-26.187732109569115,-31.963918652516004,0.4514410114366425,0.5017800876011811
343,1.184287092459298,,-31.48883384687454,,-24.753883505896457,-30.216527831817007,-26.20453849372873,-31.983496417239465,0.45304772993814657,0.5035512375154428
